name,party_name,status,state,constituency
YUGAL KISHOR SHUKLA, Aam Janta Party (India), Accepted, Uttar Pradesh, Shrawasti
PRAWEEN KACHHAP, Sampoorna Bharat Kranti Party, Accepted, Jharkhand, Ranchi
SHRIRAM, Rashtriya Samaj Dal (R), Rejected, Uttar Pradesh, Ambedkar Nagar
NIPU SINGH, Rashtriya Jansangharsh Swaraj Party, Accepted, Jharkhand, Ranchi
AKASH SRIVASTAV, Jai Hind National Party, Accepted, NCT OF Delhi, North-East Delhi
BIRPAL SINGH KOLI, Independent, Rejected, NCT OF Delhi, North-East Delhi
BABITA YADAV, Aazad Samaj Party (Kanshi Ram), Accepted, NCT OF Delhi, North-East Delhi
SHRIRAM, Rashtriya Samaj Dal (R), Rejected, Uttar Pradesh, Ambedkar Nagar
KAMESHWAR PRASAD SAW, Independent, Accepted, Jharkhand, Ranchi
DILIP KU SINGH, Bahujan Samaj Party, Accepted, Bihar, Siwan
KAMESHWAR PRASAD SAW, Independent, Accepted, Jharkhand, Ranchi
RAJIB TIWARI, Socialist Unity Centre Of India (COMMUNIST), Accepted, Jharkhand, Dhanbad
SARWESHWARI SAHU, Ekam Sanatan Bharat Dal, Accepted, Jharkhand, Ranchi
PAPPU KUMAR NISHAD, Bhartiya Lokmat Rashtrwadi Party, Accepted, Jharkhand, Giridih
SARWESHWARI SAHU, Ekam Sanatan Bharat Dal, Accepted, Jharkhand, Ranchi
RITESH PANDEY, Bharatiya Janata Party, Accepted, Uttar Pradesh, Ambedkar Nagar
HARINATH SAHU, Lokhit Adhikar Party, Accepted, Jharkhand, Ranchi
RAM MILAN, Sardar Patel Siddhant Party, Accepted, Uttar Pradesh, Machhlishahr
RITESH PANDEY, Bharatiya Janata Party, Accepted, Uttar Pradesh, Ambedkar Nagar
KAMALESH MAHATA, Independent, Accepted, West Bengal, Medinipur
LALITA KUMAR NAIK, Bahujan Samaj Party, Rejected, Odisha, Bhubaneswar
DILLIP KUMAR BARAL, Independent, Accepted, Odisha, Puri
DILLIP KUMAR BARAL, Independent, Accepted, Odisha, Puri
RAJESH GAUTAM, Independent, Accepted, Haryana, FARIDABAD
REZAUL HAQUE, Lokhit Adhikar Party, Accepted, Jharkhand, Dhanbad
QAMAR HAYAT, Bahujan Samaj Party, Accepted, Uttar Pradesh, Ambedkar Nagar
AJIT KUMAR MURMU, Ambedkarite Party of India, Rejected, West Bengal, Purulia
JITENDRA PRASAD, Independent, Rejected, Bihar, Vaishali
BHUNESHWAR BEDIYA, Samata Party, Accepted, Jharkhand, Hazaribagh
QAMAR HAYAT, Bahujan Samaj Party, Accepted, Uttar Pradesh, Ambedkar Nagar
SONAMANI TUDU, Communist Party of India  (Marxist), Accepted, West Bengal, Jhargram
BHUNESHWAR BEDIYA, Samata Party, Accepted, Jharkhand, Hazaribagh
VINAY, Independent, Accepted, Haryana, ROHTAK
KIRAN DUBEY, Samajwadi Party, Rejected, Uttar Pradesh, Lucknow
RITUNA NAYAK, Manas Lokshakti Dal, Rejected, Odisha, Bhubaneswar
KIRAN DUBEY, Samajwadi Party, Rejected, Uttar Pradesh, Lucknow
SUNIL, Independent, Rejected, Uttar Pradesh, Domariyaganj
BALASAHEB JAGANNATH SABLE, Right to Recall Party, Rejected, Maharashtra, Mumbai North East
SHAMBHU PRASAD, Independent, Accepted, Bihar, Valmiki Nagar
BABAN SOPAN THOKE, Independent, Rejected, Maharashtra, Mumbai North East
GEETA RANI SHARMA, Independent, Accepted, Uttar Pradesh, Allahabad
VINOD KUMAR RANA, Independent, Accepted, Jharkhand, Hazaribagh
KRISHNA MURARI, Bhartiya Kamgar Party, Rejected, Uttar Pradesh, Bhadohi
VINOD KUMAR RANA, Independent, Rejected, Jharkhand, Hazaribagh
KAMASHEVAR PRA. VERMA, Independent, Accepted, Jharkhand, Dhanbad
VINAI PRAKASH SRIVASTAVA, Bhartiya Krishak Dal, Rejected, Uttar Pradesh, Lucknow
JARNAIL SINGH, Independent, Accepted, NCT OF Delhi, West Delhi
MOHAMMAD ARMAN MOHAMMAD WASI KHAN, Rashtriya Janhit Sangharsh Party, Accepted, Maharashtra, Mumbai North East
KAMASHEVAR PRA. VERMA, Independent, Accepted, Jharkhand, Dhanbad
ANIRUDDH KUMAR, Communist Party of India, Accepted, Jharkhand, Hazaribagh
INDAL, Rashtriya Bhagidari Party, Rejected, Uttar Pradesh, Ambedkar Nagar
ABDUL MATEEN ABDUL HAMEED SAYYED, Bahujan Maha Party, Rejected, Maharashtra, Mumbai North East
KULDEEP KUMAR (MONU), Aam Aadmi Party, Accepted, NCT OF Delhi, East Delhi
NANDESH VITHAL UMAP, Bahujan Samaj Party, Accepted, Maharashtra, Mumbai North East
RAJESH, Bahujan Samaj Party, Withdrawn, Haryana, ROHTAK
NANDESH VITHAL UMAP, Bahujan Samaj Party, Accepted, Maharashtra, Mumbai North East
JAGDISH RAWANI, Independent, Accepted, Jharkhand, Dhanbad
MOHAMMED AHMED SHAIKH, Independent, Accepted, Maharashtra, Mumbai North East
ARSHAD AYUB, Independent, Accepted, Jharkhand, Ranchi
SANJAY B. PATIL, National People's Party, Accepted, Maharashtra, Mumbai North East
CHANDRESHWAR MISHRA, Independent, Accepted, Bihar, Valmiki Nagar
DAULAT KADAR KHAN, Vanchit Bahujan  Aaghadi, Accepted, Maharashtra, Mumbai North East
MINTU PASWAN, Socialist Unity Centre Of India (COMMUNIST), Accepted, Jharkhand, Ranchi
VIDYA NAIK, Independent, Accepted, Maharashtra, Mumbai North East
SAHI RAM, Aam Aadmi Party, Accepted, NCT OF Delhi, South Delhi
RAVIDAS MEHROTRA, Samajwadi Party, Accepted, Uttar Pradesh, Lucknow
BHISHMA SHANKAR ALIAS KUSHAL TIWARI, Samajwadi Party, Accepted, Uttar Pradesh, Domariyaganj
ADV. RAKESH SAMBHAJI RAUL, Independent, Rejected, Maharashtra, Mumbai North East
DEEPA, Aam Aadmi Party, Rejected, NCT OF Delhi, East Delhi
RAVIDAS MEHROTRA, Samajwadi Party, Accepted, Uttar Pradesh, Lucknow
RAHUL YADAV, Jannayak Janta Party, Rejected, Haryana, GURGAON
SANJAY PATIL, Independent, Accepted, Maharashtra, Mumbai North East
DINESH AGRAWAL, Independent, Accepted, Bihar, Valmiki Nagar
POOJA VIJAY CHINCHOLE, Independent, Rejected, Maharashtra, Mumbai North East
RAJIV KANT MISHRA, Independent, Accepted, NCT OF Delhi, West Delhi
DAYANAND JAGANNATH SOHANI, Independent, Rejected, Maharashtra, Mumbai North East
RAHUL YADAV FAZILPURIA, Jannayak Janta Party, Accepted, Haryana, GURGAON
SAHADAT ANSARI, Independent, Accepted, Jharkhand, Kodarma
BHISHMA SHANKAR ALIAS KUSHAL TIWARI, Samajwadi Party, Accepted, Uttar Pradesh, Domariyaganj
SANJAY PANDURANG PATIL, Independent, Rejected, Maharashtra, Mumbai North East
DINESH AGRAWAL, Independent, Accepted, Bihar, Valmiki Nagar
SANJAY MAHADEV PATIL, Independent, Rejected, Maharashtra, Mumbai North East
BRAJ BIHARI YADAV, Independent, Rejected, Bihar, Purvi Champaran
RAJ NATH SINGH, Bharatiya Janata Party, Accepted, Uttar Pradesh, Lucknow
RAMANATH ORANG, Independent, Accepted, West Bengal, Jhargram
JEEVAN VITHAL BHALERAO, Independent, Rejected, Maharashtra, Mumbai North East
SHAHJAD ALAM, Samata Party, Rejected, Bihar, Vaishali
RAMESHWAR PRASAD YADAV, Independent, Accepted, Jharkhand, Kodarma
BHISHMA SHANKAR ALIAS KUSHAL TIWARI, Samajwadi Party, Accepted, Uttar Pradesh, Domariyaganj
SAYED ZULFIQAR ALAM, Independent, Rejected, Maharashtra, Mumbai North East
KAPILA, Jannayak Janta Party, Rejected, Haryana, KARNAL
ANNPURNA DEVI, Bharatiya Janata Party, Accepted, Jharkhand, Kodarma
MANITA SINGH, Bharatiya Janata Party, Rejected, Haryana, GURGAON
PARAS PANDEY, Rashtriya Samaj Paksha, Rejected, Uttar Pradesh, Lucknow
MAKHAN LAL MAHAPATRA, Bahujan Samaj Party, Accepted, West Bengal, Kanthi
SITAN RABIDAS, Bahujan Samaj Party, Accepted, Jharkhand, Kodarma
BHISHMA SHANKAR ALIAS KUSHAL TIWARI, Samajwadi Party, Accepted, Uttar Pradesh, Domariyaganj
JAI PRAKASH VERMA, Independent, Accepted, Jharkhand, Kodarma
MAKHAN LAL MAHAPATRA, Bahujan Samaj Party, Accepted, West Bengal, Kanthi
LOKESH SRIVASTAVA, Independent, Rejected, Uttar Pradesh, Lucknow
MAKHAN LAL MAHAPATRA, Bahujan Samaj Party, Accepted, West Bengal, Kanthi
MD. SAGIR, Independent, Accepted, Jharkhand, Kodarma
MANITA SINGH, Bharatiya Janata Party, Rejected, Haryana, GURGAON
RAMESHWAR PRASAD YADAV, Independent, Withdrawn, Jharkhand, Kodarma
MOHD. WAQAR CHOUDHARY, Bahujan Samaj Party, Accepted, NCT OF Delhi, East Delhi
RAMESHWAR PRASAD YADAV, Independent, Withdrawn, Jharkhand, Kodarma
PRITHVI NATH SINGH, Bharatiya Sampuran Krantikari Party, Accepted, NCT OF Delhi, New Delhi
PRASHANT KUMAR MISHRA, Independent, Rejected, Uttar Pradesh, Lucknow
PARSHURAM SAH, Independent, Accepted, Bihar, Valmiki Nagar
SURENDRA KUMAR AGRAWAL, Independent, Accepted, Jharkhand, Kodarma
MANITA SINGH, Bharatiya Janata Party, Rejected, Haryana, GURGAON
SURENDRA KUMAR AGRAWAL, Independent, Accepted, Jharkhand, Kodarma
MANITA SINGH, Bharatiya Janata Party, Rejected, Haryana, GURGAON
SURENDRA KUMAR AGRAWAL, Independent, Accepted, Jharkhand, Kodarma
PRAVEEN KHANDELWAL, Bharatiya Janata Party, Accepted, NCT OF Delhi, Chandni Chowk
SUNIL KUMAR YADAV, Janta Shashan Party, Rejected, Uttar Pradesh, Lucknow
ANINDITA DAS, Independent, Accepted, Jharkhand, Dhanbad
JITLAL KISKU, Independent, Accepted, Jharkhand, Kodarma
NIPU SINGH, Rashtriya Jansangharsh Swaraj Party, Rejected, Jharkhand, Ranchi
TAUHID ANSARI, Independent, Withdrawn, Jharkhand, Kodarma
DEVENDER KADIAN, Jannayak Janta Party, Accepted, Haryana, KARNAL
AJAY KRISHNA, Moolniwasi Samaj Party, Accepted, Jharkhand, Kodarma
ANINDITA DAS, Independent, Accepted, Jharkhand, Dhanbad
VIRENDRA YADAV, Independent, Rejected, Jharkhand, Kodarma
PAWAN KUMAR, Independent, Accepted, Bihar, Purvi Champaran
VIRENDRA YADAV, Independent, Rejected, Jharkhand, Kodarma
USHA, Independent, Rejected, Uttar Pradesh, Phulpur
VIRENDRA YADAV, Independent, Rejected, Jharkhand, Kodarma
USHA, Independent, Rejected, Uttar Pradesh, Phulpur
JAYNARAYAN DAS, Bahujan Mukti Party, Accepted, Jharkhand, Kodarma
PAWAN KUMAR, Independent, Accepted, Bihar, Purvi Champaran
JITLAL KISKU, Independent, Accepted, Jharkhand, Kodarma
HARISHANKAR, Bahujan Samaj Party, Accepted, Uttar Pradesh, Bhadohi
MANOJ KUMAR BEDIA, Independent, Accepted, Jharkhand, Hazaribagh
RAHUL SHARMA, Rashtriya Mangalam Party, Accepted, NCT OF Delhi, Chandni Chowk
INDER SINGH, Bahujan Samaj Party, Accepted, Haryana, KARNAL
MANOJ KUMAR BEDIA, Independent, Accepted, Jharkhand, Hazaribagh
AKASH VYAS, Bhartiya Shakti Chetna Party, Accepted, Haryana, GURGAON
ABHISHEK KUMAR, Independent, Accepted, Jharkhand, Hazaribagh
NARESH SAHANI, Abhay Samaj Party, Rejected, Uttar Pradesh, Domariyaganj
ABHISHEK KUMAR, Independent, Accepted, Jharkhand, Hazaribagh
HARISHANKAR, Bahujan Samaj Party, Accepted, Uttar Pradesh, Bhadohi
PRAKASH SONI, Bhartiya Azad Sena, Accepted, Jharkhand, Hazaribagh
NEPAL CHANDRA MAHATO, Indian National Congress, Accepted, West Bengal, Purulia
PRAKASH KUMAR, Independent, Rejected, Jharkhand, Hazaribagh
SHASHANK KUMAR MISHRA, Rashtriya Democratic Front, Rejected, Uttar Pradesh, Sultanpur
PRAKASH KUMAR, Independent, Rejected, Jharkhand, Hazaribagh
HARISHANKAR, Bahujan Samaj Party, Accepted, Uttar Pradesh, Bhadohi
SURESH RAM, Independent, Rejected, Jharkhand, Hazaribagh
SUNAINA KINNAR, Independent, Accepted, Jharkhand, Dhanbad
PANKAJ KUMAR SINGH, Voters Party  International, Rejected, Uttar Pradesh, Lucknow
NARENDER KAUR, Bahujan Samaj Party, Rejected, Haryana, KARNAL
GAURAV VERMA, Hindu Samaj Party, Accepted, Uttar Pradesh, Lucknow
MOHD NASIM HASHMI, Bharat Jodo Party, Rejected, Uttar Pradesh, Phulpur
VIJAYLAKSHMI DEVI, Janata Dal  (United), Accepted, Bihar, Siwan
POONAM, Independent, Rejected, Uttar Pradesh, Sultanpur
VIVEK KUMAR JHA, Independent, Rejected, Uttar Pradesh, Lucknow
MOHD NASIM HASHMI, Bharat Jodo Party, Rejected, Uttar Pradesh, Phulpur
VIVEK KUMAR JHA, Independent, Rejected, Uttar Pradesh, Lucknow
RAMESH, Independent, Rejected, NCT OF Delhi, New Delhi
VIJAYLAKSHMI DEVI, Janata Dal  (United), Accepted, Bihar, Siwan
AKSHAT GAIT, Independent, Accepted, Haryana, GURGAON
SUNIL KUMAR, Independent, Accepted, Haryana, FARIDABAD
PRAVEEN PATEL, Bharatiya Janata Party, Accepted, Uttar Pradesh, Phulpur
SHRAWAN KUMAR TRIPATHI, Independent, Accepted, Uttar Pradesh, Pratapgarh
VIKRAM SAHI RAM, Aam Aadmi Party, Rejected, NCT OF Delhi, South Delhi
BADARE ALAM, Peoples Party of India (Democratic), Rejected, Uttar Pradesh, Jaunpur
NEPAL CHANDRA MAHATO, Indian National Congress, Accepted, West Bengal, Purulia
FULACHANDR, Moulik Adhikar Party, Accepted, Uttar Pradesh, Jaunpur
PRAVEEN PATEL, Bharatiya Janata Party, Accepted, Uttar Pradesh, Phulpur
SYED ALI HUSAIN, Sarvjan Sewa Party, Rejected, Uttar Pradesh, Lucknow
NAVJOT RANDHAWA, Independent, Withdrawn, Haryana, KARNAL
JANARDAN SINGH SIGRIWAL, Bharatiya Janata Party, Accepted, Bihar, Maharajganj
NEPAL CHANDRA MAHATO, Indian National Congress, Accepted, West Bengal, Purulia
DHARAMBIR SINGH, Bharatiya Janata Party, Accepted, Haryana, BHIWANI-MAHENDRAGARH
NEPAL CHANDRA MAHATO, Indian National Congress, Accepted, West Bengal, Purulia
SUNIL TEWATIA, Indian National Lok Dal, Accepted, Haryana, FARIDABAD
DR SHIV SHANKAR INDIAN, Most Backward Classes Of India, Accepted, Uttar Pradesh, Sultanpur
VIJAYLAKSHMI DEVI, Janata Dal  (United), Accepted, Bihar, Siwan
RAMESH KUMAR PATEL, Bahujan Samaj Party, Accepted, Uttar Pradesh, Allahabad
RITU KAUSHIK, Socialist Unity Centre Of India (COMMUNIST), Accepted, NCT OF Delhi, Chandni Chowk
NAUSHAD AZAM, Peace Party, Accepted, Uttar Pradesh, Domariyaganj
BANSURI SWARAJ, Bharatiya Janata Party, Accepted, NCT OF Delhi, New Delhi
MANISH, Independent, Accepted, Haryana, KARNAL
SUNIL KUMAR, Janata Dal  (United), Accepted, Bihar, Valmiki Nagar
DR RAJESH KUMAR, Vikassheel Insaan Party, Accepted, Bihar, Purvi Champaran
ASHOK TANWAR, Bharatiya Janata Party, Accepted, Haryana, SIRSA
RAJ NARAYAN YADAV, Independent, Accepted, Bihar, Vaishali
DHARAMBIR SINGH, Bharatiya Janata Party, Withdrawn, Haryana, BHIWANI-MAHENDRAGARH
BALWAN SINGH, Independent, Withdrawn, Haryana, GURGAON
ASHOK TANWAR, Bharatiya Janata Party, Accepted, Haryana, SIRSA
DR RAJESH KUMAR, Vikassheel Insaan Party, Accepted, Bihar, Purvi Champaran
VIJAYLAKSHMI DEVI, Janata Dal  (United), Accepted, Bihar, Siwan
PREMCHANDRA PATEL, Independent, Rejected, Uttar Pradesh, Phulpur
DHARAMBIR SINGH, Bharatiya Janata Party, Withdrawn, Haryana, BHIWANI-MAHENDRAGARH
PREMCHANDRA PATEL, Independent, Rejected, Uttar Pradesh, Phulpur
DHARAMBIR SINGH, Bharatiya Janata Party, Withdrawn, Haryana, BHIWANI-MAHENDRAGARH
RAMESH KUMAR PATEL, Bahujan Samaj Party, Accepted, Uttar Pradesh, Allahabad
SUMAN VERMA, Bhartiya Shakti Chetna Party, Rejected, Uttar Pradesh, Lucknow
DR RAJESH KUMAR, Vikassheel Insaan Party, Accepted, Bihar, Purvi Champaran
RAMESH KHATAK, Jannayak Janta Party, Accepted, Haryana, SIRSA
ISHWAR SINGH SUTHANI, Peoples Party of India (Democratic), Accepted, Haryana, GURGAON
PYUSH NARULA, Independent, Accepted, NCT OF Delhi, Chandni Chowk
RAMBHUAL NISHAD, Samajwadi Party, Accepted, Uttar Pradesh, Sultanpur
SURESH MOHAPATRA, Indian National Congress, Accepted, Odisha, Cuttack
RAMBHUAL NISHAD, Samajwadi Party, Accepted, Uttar Pradesh, Sultanpur
DEV GIRI, Rashtriya Lokswaraj Party, Accepted, Haryana, HISAR
DHARMENDRA TIWARY, Bhartiya Jantantra Morcha, Accepted, Jharkhand, Ranchi
SURESH MOHAPATRA, Indian National Congress, Accepted, Odisha, Cuttack
SANJAY SETH, Bharatiya Janata Party, Accepted, Jharkhand, Ranchi
KAVITA NIGAM, Akhil Bhartiya Hamara Samaj Party, Rejected, Uttar Pradesh, Lucknow
ROOP SINGH, Rashtriya Garib Dal, Accepted, Haryana, KARNAL
DHARAM VIR, Bahujan Samaj Party, Rejected, Haryana, SONIPAT
JAGANNATH PAL, Bahujan Samaj Party, Accepted, Uttar Pradesh, Phulpur
SHASHANK KUMAR MISHRA, Rashtriya Democratic Front, Rejected, Uttar Pradesh, Sultanpur
SUJEET KUMAR, Independent, Accepted, Uttar Pradesh, Shrawasti
ARSHAD AYUB, Independent, Accepted, Jharkhand, Ranchi
SABIR KHAN, Aazad Samaj Party (Kanshi Ram), Rejected, Bihar, Maharajganj
JAI PARKASH SHARMA, Independent, Accepted, Haryana, KURUKSHETRA
NARESH KUMAR, Independent, Accepted, NCT OF Delhi, North-West Delhi
RAHUL THAKRAN, Swayam Shashan Party, Withdrawn, Haryana, GURGAON
ISHTIYAQ ALI, Independent, Accepted, Uttar Pradesh, Lucknow
MD. NADEEM, Bahujan Samaj Party, Accepted, Uttar Pradesh, Domariyaganj
MAHENDRA SINGH ALIAS MAHENDRA RAI, Independent, Accepted, Bihar, Siwan
AJIT PRASAD MAHATA, Independent, Accepted, West Bengal, Purulia
LALITESHPATI TRIPATHI, All India Trinamool Congress, Accepted, Uttar Pradesh, Bhadohi
AJIT PRASAD MAHATA, Independent, Accepted, West Bengal, Purulia
SABIR KHAN, Aazad Samaj Party (Kanshi Ram), Rejected, Bihar, Maharajganj
ABHAY SINGH CHAUTALA, Indian National Lok Dal, Accepted, Haryana, KURUKSHETRA
ARUNIMA GAUTAM, Independent, Accepted, NCT OF Delhi, East Delhi
LUKMAN KHAN, Log Party, Accepted, NCT OF Delhi, New Delhi
KAPIL MARWAH, Independent, Accepted, NCT OF Delhi, West Delhi
SUDHEER KUMAR SINGH, Vishwa Bandhutva Party, Rejected, Uttar Pradesh, Sultanpur
SOBHA PANDEY, Independent, Accepted, Odisha, Cuttack
JAGANNATH PAL, Bahujan Samaj Party, Accepted, Uttar Pradesh, Phulpur
SHRAWAN KUMAR TRIPATHI, Independent, Accepted, Uttar Pradesh, Pratapgarh
MOHAMMAD ASHRAF ALI ANSARI, Independent, Rejected, Bihar, Purvi Champaran
KRISHNA KUMAR JAISWAL, Azad Adhikar Sena, Rejected, Bihar, Vaishali
SAMAY SINGH, Independent, Accepted, Haryana, GURGAON
DR. ALOK KUMAR SUMAN, Janata Dal  (United), Accepted, Bihar, Gopalganj
JAGANNATH PAL, Bahujan Samaj Party, Accepted, Uttar Pradesh, Phulpur
MAHENDER PRATAP SINGH, Indian National Congress, Accepted, Haryana, FARIDABAD
JAI KUMAR  SAINI HAMIDPUR, Independent, Accepted, Haryana, KURUKSHETRA
MAHENDER PRATAP SINGH, Indian National Congress, Accepted, Haryana, FARIDABAD
DHARMENDRA YADAV, Samajwadi Party, Accepted, Uttar Pradesh, Azamgarh
DR. ALOK KUMAR SUMAN, Janata Dal  (United), Accepted, Bihar, Gopalganj
BIRENDRA NATH MANJHI, Abua Jharkhand Party, Accepted, Jharkhand, Ranchi
NIDHI, Bharatiya Janata Party, Rejected, Haryana, AMBALA
SAMPOORN ANAND, Rashtriya Lokswaraj Party, Accepted, Haryana, GURGAON
DR. ALOK KUMAR SUMAN, Janata Dal  (United), Accepted, Bihar, Gopalganj
SUBODH SEN, Independent, Rejected, West Bengal, Purulia
ANIL KUMAR TIWARI, Independent, Accepted, Uttar Pradesh, Shrawasti
SUBODH SEN, Independent, Rejected, West Bengal, Purulia
KRIPASHANKAR C PANDEY, Independent, Accepted, Uttar Pradesh, Jaunpur
PATASHO DEVI EX-SARPANCH, Independent, Accepted, Haryana, KURUKSHETRA
ANOOP SINGH, Indian National Lok Dal, Accepted, Haryana, SONIPAT
SHANTIRAM MAHATO, All India Trinamool Congress, Accepted, West Bengal, Purulia
GYAN CHAND BAINSLA, Samrat Mihir Bhoj Samaj Party, Accepted, Haryana, FARIDABAD
VIJAY KHATANA, Bahujan Samaj Party, Accepted, Haryana, GURGAON
KIRAN PUNIA, Jannayak Janta Party, Accepted, Haryana, AMBALA
NIKESH KUMAR, Independent, Accepted, Bihar, Purvi Champaran
SUSHIL, All India Forward Bloc, Accepted, Uttar Pradesh, Bhadohi
AMAR NATH SINGH MAURYA, Samajwadi Party, Accepted, Uttar Pradesh, Phulpur
AHMAD HUSSAIN ANSARI, Wazib Adhikar Party, Rejected, Bihar, Maharajganj
AMAR NATH SINGH MAURYA, Samajwadi Party, Accepted, Uttar Pradesh, Phulpur
RITU JAISWAL, Rashtriya Janata Dal, Accepted, Bihar, Sheohar
LUKMAN KHAN, Log Party, Accepted, NCT OF Delhi, New Delhi
SYED ALI HUSAIN, Sarvjan Sewa Party, Rejected, Uttar Pradesh, Lucknow
SHIV PRASAD VISHWAKARMA, Samyak Party, Accepted, Uttar Pradesh, Allahabad
SUSHIL, All India Forward Bloc, Accepted, Uttar Pradesh, Bhadohi
MOHIT CHAUDHARY, Bharatiya Janata Party, Rejected, Haryana, BHIWANI-MAHENDRAGARH
KAMAL PRASAD, Bahujan Samaj Party, Accepted, Jharkhand, Giridih
SYED ALI HUSAIN, Sarvjan Sewa Party, Rejected, Uttar Pradesh, Lucknow
COMRADE RAMESH KHATKAR, Independent, Accepted, Haryana, KURUKSHETRA
SUSHIL, All India Forward Bloc, Accepted, Uttar Pradesh, Bhadohi
MUINUDDIN AHAMAD KHAN URF HAZI DADDAN KHAN, Bahujan Samaj Party, Accepted, Uttar Pradesh, Shrawasti
NEELAM KUMAR, Samaj Parivartan Party, Rejected, Uttar Pradesh, Jaunpur
COMRADE RAMESH KHATKAR, Independent, Accepted, Haryana, KURUKSHETRA
KSHITIZ PUNIA, Jannayak Janta Party, Rejected, Haryana, AMBALA
RENU, Janta Kranti Party (Rashtravadi), Rejected, Uttar Pradesh, Azamgarh
PHOOL CHANDRA SONI, Independent, Rejected, Uttar Pradesh, Pratapgarh
JANARDAN NAIK, Independent, Accepted, Odisha, Dhenkanal
SANGEETA YADAV, Subhashwadi Bhartiya Samajwadi Party (Subhas Party), Accepted, Uttar Pradesh, Phulpur
RAM KUMAR MANJHI, Gana Suraksha Party, Accepted, Bihar, Gopalganj
JYOTIRMAY SINGH MAHATO, Bharatiya Janata Party, Accepted, West Bengal, Purulia
DEEPENDER SINGH HOODA, Indian National Congress, Accepted, Haryana, ROHTAK
DEVENDRA NATH MAHTO, Independent, Accepted, Jharkhand, Ranchi
RITU JAISWAL, Rashtriya Janata Dal, Accepted, Bihar, Sheohar
JYOTIRMAY SINGH MAHATO, Bharatiya Janata Party, Accepted, West Bengal, Purulia
DEEPENDER SINGH HOODA, Indian National Congress, Accepted, Haryana, ROHTAK
DEVENDRA NATH MAHTO, Independent, Accepted, Jharkhand, Ranchi
DR. NITESH CHOPRA (HONEY), Bhartiya Shakti Chetna Party, Accepted, Haryana, AMBALA
DEVENDRA NATH MAHTO, Independent, Accepted, Jharkhand, Ranchi
DEEPENDER SINGH HOODA, Indian National Congress, Accepted, Haryana, ROHTAK
DEVENDRA NATH MAHTO, Independent, Accepted, Jharkhand, Ranchi
OM SHANKAR, Independent, Accepted, NCT OF Delhi, East Delhi
JYOTIRMAY SINGH MAHATO, Bharatiya Janata Party, Accepted, West Bengal, Purulia
RADHEY SHYAM, Peoples Party of India (Democratic), Accepted, Haryana, SONIPAT
DR. VINOD KUMAR BIND, Bharatiya Janata Party, Rejected, Uttar Pradesh, Bhadohi
PRAKASH CHANDRA SAHOO, Krupaa Party, Accepted, Odisha, Cuttack
MAHIMA PATEL, Apna Dal (Kamerawadi), Accepted, Uttar Pradesh, Phulpur
AKHILESH, Republican Party of India (A), Rejected, Uttar Pradesh, Bhadohi
DINESH SAROJ, Azad Samaj Party, Rejected, Uttar Pradesh, Azamgarh
NAYAN PRASAD, Bharat Ka Kisan Majdoor Party, Rejected, Bihar, Maharajganj
SATNAM BHAZIGAR, Loktantrik Lok Rajyam Party, Accepted, Haryana, KURUKSHETRA
NAYAN PRASAD, Bharat Ka Kisan Majdoor Party, Rejected, Bihar, Maharajganj
BIHARI LAL JALANDHARI, India Greens Party, Accepted, NCT OF Delhi, South Delhi
PRAVESH KUMAR MISHRA @ ANUP, Independent, Accepted, Bihar, Valmiki Nagar
ASHOK KUMAR GUPTA, Parivartan Samaj Party, Rejected, Uttar Pradesh, Allahabad
PRAVESH KUMAR MISHRA @ ANUP, Independent, Accepted, Bihar, Valmiki Nagar
DHIRAN MADAK, Independent, Rejected, Jharkhand, Giridih
SUNIL KUMAR SHARMA, Bahujan Samaj Party, Accepted, Haryana, BHIWANI-MAHENDRAGARH
DR. VINOD KUMAR BIND, Bharatiya Janata Party, Rejected, Uttar Pradesh, Bhadohi
VIJAY PRATAP, Indian National Congress, Rejected, Haryana, FARIDABAD
DHIRAN MADAK, Independent, Rejected, Jharkhand, Giridih
ACHLA JETHMALANI, Jindabad Kranti Party, Accepted, NCT OF Delhi, New Delhi
DEEPAK MEHRA, Bahujan Samaj Party, Accepted, Haryana, KURUKSHETRA
SUBHASH KUMAR THAKUR, Sarv Samaj Party, Accepted, Jharkhand, Giridih
BINA, Independent, Rejected, Uttar Pradesh, Azamgarh
RISHI PATEL, Apna Dal (Kamerawadi), Accepted, Uttar Pradesh, Pratapgarh
RAM SHIROMANI VERMA, Samajwadi Party, Rejected, Uttar Pradesh, Shrawasti
