cand_id,cand_name,party_name,state,const_name
cand7323,"RAMNATH MEHRA",Independent,Rajasthan,KOTA
cand7324,"TARACHAND MEENA","Indian National Congress",Rajasthan,UDAIPUR
cand7325,"ARVIND SHAMRAO LILLORE",Independent,Maharashtra,Wardha
cand7326,"RAKESH RAMPRASAD RICKY",Independent,"Madhya Pradesh",HOSHANGABAD
cand7327,"A. S. SATHISH",Independent,Karnataka,Mysore
cand7328,"C M. SHABAZ KHAN","Young Star Empowerment Party",Karnataka,"Bangalore South"
cand7329,"V P KOCHUMON","Socialist Unity Centre Of India (COMMUNIST)",Kerala,Kottayam
cand733,"SHIVESH KUMAR","Bharatiya Janata Party",Bihar,Sasaram
cand7330,"SUNIL BHANDARI",Independent,Rajasthan,JODHPUR
cand7331,"RAM GOPAL SINGH","Peoples Party of India (Democratic)","Madhya Pradesh",REWA
cand7332,"RAVINDRA SINGH BHATI",Independent,Rajasthan,BARMER
cand7333,"DEEPAK RAJESH COELHO",Independent,Karnataka,"Dakshina Kannada"
cand7334,"RAVINDRA SINGH BHATI",Independent,Rajasthan,BARMER
cand7335,"BEERESH. C.T (SAINIKA BEERESH)",Independent,Karnataka,Mandya
cand7336,"JUGAL KISHORE","Bharatiya Janata Party","Jammu and Kashmir",JAMMU
cand7337,"DEVILAL JAIN",Independent,Rajasthan,BARMER
cand7338,"KALURAM MEGHWAL",Independent,Rajasthan,JALORE
cand7339,"H D REVANNA","Purvanchal Mahapanchayat",Karnataka,Haasan
cand734,"SANTOSH KUMAR","Bharatiya Inqalab Party",Punjab,Ludhiana
cand7340,"MODI SAIFULLA",Independent,Karnataka,"Bangalore central"
cand7341,"VISHEK VISHNOI",Independent,Rajasthan,JODHPUR
cand7342,"VISHRAM BABU",Independent,Rajasthan,AJMER
cand7343,"KRISHNA MOHAN JAMATIA",Independent,Tripura,"Tripura East"
cand7344,RAJANNA,Independent,Karnataka,Chikballapur
cand7345,"DARSHAN KUMAR REANG",Independent,Tripura,"Tripura East"
cand7346,"PROF C RAVEENDRANATH","Communist Party of India (Marxist)",Kerala,Chalakudy
cand7347,"BHANWAR KUMAR RAWAL",Independent,Rajasthan,KOTA
cand7348,"GANESH MEENA","Indian Peoples Green Party",Rajasthan,"TONK-SAWAI MADHOPUR"
cand7349,SONSINGH,"Ambedkarite Party of India",Chhattisgarh,KANKER
cand735,"SARBESWAR BEHERA",Independent,Odisha,Bhadrak
cand7350,"ANIL MANIKRAO MUDGALKAR",Independent,Maharashtra,Parbhani
cand7351,"KALPA MOHAN TRIPURA",Independent,Tripura,"Tripura East"
cand7352,"MAHAVIR PRASAD KUMAWAT","Right to Recall Party",Rajasthan,CHITTORGARH
cand7353,"M. K. RAGHAVAN","Indian National Congress",Kerala,Kozhikode
cand7354,"DR M PRADEEPAN","Socialist Unity Centre Of India (COMMUNIST)",Kerala,Chalakudy
cand7355,"KRUSHNA TRIMBAKRAO PAWAR",Independent,Maharashtra,Parbhani
cand7356,"BANSHILAL AHARI",Independent,Rajasthan,BANSWARA
cand7357,GAJENDRA,Independent,Rajasthan,CHITTORGARH
cand7358,"NATTHUSINGH CHAUDHARY",Independent,"Uttar Pradesh",Ghaziabad
cand7359,"RAJ KUMAR ROAT",Independent,Rajasthan,BANSWARA
cand736,"RAVI SHANKAR PRASAD","Bharatiya Janata Party",Bihar,"Patna Sahib"
cand7360,"MAKHAN LAL MEENA",Independent,Rajasthan,"TONK-SAWAI MADHOPUR"
cand7361,"PRAVESHANAND PURI",Independent,"Uttar Pradesh",Mathura
cand7362,"J. I. KATHAR",Independent,Assam,Diphu
cand7363,"SUBODH PAKHRIN","Gorkha Rashtriya Congress","West Bengal",Darjeeling
cand7364,"BISHNU PRASAD SHARMA",Independent,"West Bengal",Darjeeling
cand7365,"PRAJJWAL SUDIP DEB","Socialist Unity Centre Of India (COMMUNIST)",Assam,Karimganj
cand7366,"DILIP KUMAR",Independent,Assam,Karimganj
cand7367,"MOTILAL SINGHANIA","Bahujan Mukti Party",Rajasthan,BHILWARA
cand7368,"RAMCHANDRA CHOUDHARY","Indian National Congress",Rajasthan,AJMER
cand7369,"NEERU RAM KAPRI",Independent,Rajasthan,RAJSAMAND
cand737,"RANJODH SINGH","Jan Sewa Driver Party",Punjab,Gurdaspur
cand7370,"ARUN KUMAR BHAUMIK","Socialist Unity Centre Of India (COMMUNIST)",Tripura,"Tripura West"
cand7371,"BRAJALAL DEBNATH","Bahujan Mukti Party",Tripura,"Tripura West"
cand7372,"ASISH KUMAR SAHA","Indian National Congress",Tripura,"Tripura West"
cand7373,"BIPLAB KUMAR DEB","Bharatiya Janata Party",Tripura,"Tripura West"
cand7374,"ANAND KUMAR VERMA","Bharat Jan Jagran Dal",Bihar,Nawada
cand7375,"KUMAR A","Ganasangam Party of India","Tamil Nadu",COIMBATORE
cand7376,"DINESH KUMAR. B",Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7377,"BINOD YADAV",Independent,Bihar,Nawada
cand7378,"PANNIR SELVAM M  S/O MALAIYANDI",Independent,"Tamil Nadu",RAMANATHAPURAM
cand7379,"BINOD YADAV",Independent,Bihar,Nawada
cand738,"TAPAS ROY","Bharatiya Janata Party","West Bengal","Kolkata Uttar"
cand7380,"BINOD YADAV",Independent,Bihar,Nawada
cand7381,"KUMBHALKAR SANJAY BHAIYY","Bahujan Samaj Party",Maharashtra,"Bhandara Gondiya"
cand7382,"BINOD YADAV",Independent,Bihar,Nawada
cand7383,"P. SATHEESH KUMAR",Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7384,"ANANDHAKUMAR S","Rashtriya Samaj Paksha","Tamil Nadu",COIMBATORE
cand7385,"GUNJAN KUMAR",Independent,Bihar,Nawada
cand7386,"PANCHAVARNAM V",Independent,"Tamil Nadu",RAMANATHAPURAM
cand7387,"KARTHIK MURTHY",Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7388,S.TAMILCHELVI,"Naam Tamilar Katchi","Tamil Nadu","CHENNAI SOUTH"
cand7389,"PREMKUMAR P",Independent,"Tamil Nadu",COIMBATORE
cand739,"BADAL SINGH BHALOOR","Bhartiya Rashtriya Dal",Punjab,Faridkot
cand7390,"DEVILAL SUKHRAM NEPALE","Peoples Party of India (Democratic)",Maharashtra,"Bhandara Gondiya"
cand7391,"ZAHIR HUSSAIN",Independent,"Tamil Nadu",COIMBATORE
cand7392,"KALAMANI JAGANATHAN","Naam Tamilar Katchi","Tamil Nadu",COIMBATORE
cand7393,R.DEVENDRAN,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7394,"U. VENKATESH",Independent,"Tamil Nadu","CHENNAI NORTH"
cand7395,"SURESH M",Independent,"Tamil Nadu",COIMBATORE
cand7396,AMUDINI,"Naam Tamilar Katchi","Tamil Nadu","CHENNAI NORTH"
cand7397,"RAGHUL GANDHI K","Hindustan Janta Party","Tamil Nadu",COIMBATORE
cand7398,"BENIRAM RAMCHAND FULBANDHE",Independent,Maharashtra,"Bhandara Gondiya"
cand7399,"PUSHPANANTHAM V","Tamizhaga Murpokku Makkal Katchi","Tamil Nadu",COIMBATORE
cand74,"IQBAL CHAND",Independent,Punjab,Jalandhar
cand740,"SUJAN CHAKRABORTY","Communist Party of India (Marxist)","West Bengal","Dum dum"
cand7400,"DR. PRASHANT YADAORAO PADOLE","Indian National Congress",Maharashtra,"Bhandara Gondiya"
cand7401,"VIJIRATHINAM. M",Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7402,BOOBALAN,Independent,"Tamil Nadu",COIMBATORE
cand7403,"DAYALAN. R",Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7404,"SASI REKHA","Naadaalum Makkal Katchi","Tamil Nadu","CHENNAI SOUTH"
cand7405,"SIGAMANI A",Independent,"Tamil Nadu",KALLAKURICHI
cand7406,R.BALAJI,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7407,"V KRISHNANANDAN","Anna MGR Dravida Makkal Kalgam","Tamil Nadu",ARAKKONAM
cand7408,"GOVINDARAJ S R",Independent,"Tamil Nadu",KALLAKURICHI
cand7409,"SANGEETHA R","Naadaalum Makkal Katchi","Tamil Nadu",COIMBATORE
cand741,RAJEEV,"Bharatiya Janata Party","Himachal Pradesh",KANGRA
cand7410,"RAMACHANDRAN R",Independent,"Tamil Nadu",COIMBATORE
cand7411,"PASUPATHI S",Independent,"Tamil Nadu",COIMBATORE
cand7412,"RAJAMANICKAM N",Independent,"Tamil Nadu",COIMBATORE
cand7413,M.G.RAMU,"Jebamani Janata","Tamil Nadu","CHENNAI SOUTH"
cand7414,RAJKUMAR,Independent,"Tamil Nadu",COIMBATORE
cand7415,"VENKATRAMAN J","Naadaalum Makkal Katchi","Tamil Nadu",KALLAKURICHI
cand7416,M.AZARUTHEEN,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7417,M.AZARUTHEEN,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7418,"G SUDHAKAR",Independent,"Tamil Nadu",ARAKKONAM
cand7419,RAVICHANDRAN,Independent,"Tamil Nadu",COIMBATORE
cand742,"ARVIND RAJBHAR","Suheldev Bharatiya Samaj Party","Uttar Pradesh",Ghosi
cand7420,"GOPALAKRISHNAN S",Independent,"Tamil Nadu",COIMBATORE
cand7421,V.SIVAKUMAR,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7422,"T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN","Dravida Munnetra Kazhagam","Tamil Nadu","CHENNAI SOUTH"
cand7423,G.RAMESHBABU,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7424,"KOTTAI VENKATESAN, M.",Independent,"Tamil Nadu",ARANI
cand7425,N.V.DAMODARAN,"National Maha Sabha Party","Tamil Nadu","CHENNAI SOUTH"
cand7426,"PRATIBHA RANI","Peoples Party of India (Democratic)",Bihar,Aurangabad
cand7427,"BHOJRAJ TUKARAM SARODE","Jay Vidarbha Party",Maharashtra,Ramtek
cand7428,"ANNADURAI, S.",Independent,"Tamil Nadu",TIRUVANNAMALAI
cand7429,"SUSHIL KUMAR SINGH","Bharatiya Janata Party",Bihar,Aurangabad
cand743,"KARAM SINGH MALUKA",Independent,Punjab,Faridkot
cand7430,"A JAYACHANDRAN",Independent,"Tamil Nadu",ARAKKONAM
cand7431,"SAMBATH D",Independent,"Tamil Nadu",PERAMBALUR
cand7432,"AJAYKUMAR BHARTIYA","Akhil Bhartiya Parivar Party",Maharashtra,"Bhandara Gondiya"
cand7433,G.OMPRAKASH,Independent,"Tamil Nadu","CHENNAI CENTRAL"
cand7434,K.PALANIAPPAN,Independent,"Tamil Nadu","CHENNAI NORTH"
cand7435,E.RAMESH,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7436,"D JANAKIRAMAN",Independent,"Tamil Nadu",ARAKKONAM
cand7437,"KUMARAGURU N",Independent,"Tamil Nadu",KALLAKURICHI
cand7438,"SUNESH KUMAR","Bahujan Samaj Party",Bihar,Aurangabad
cand7439,"GAJENDRAN, J.",Independent,"Tamil Nadu",ARANI
cand744,"DAVINDER SINGH","Bahujan Samaj Party",Punjab,Ludhiana
cand7440,"JITAN RAM MANJHI","Hindustani Awam Morcha (Secular)",Bihar,Gaya
cand7441,"SANJAY VASANTRAO BORKAR","Maharashtra Vikas Aghadi",Maharashtra,Ramtek
cand7442,"ANNADURAI, A.",Independent,"Tamil Nadu",TIRUVANNAMALAI
cand7443,S.RAJASEKARAN,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7444,"SUBRAMANIAN R K",Independent,"Tamil Nadu",KALLAKURICHI
cand7445,"KUMAR SARVJEET","Rashtriya Janata Dal",Bihar,Gaya
cand7446,"S JAGATHRATCHAKAN","Dravida Munnetra Kazhagam","Tamil Nadu",ARAKKONAM
cand7447,ZAHEER,Independent,"Uttar Pradesh",Bijnor
cand7448,"KARTHIKEYAN, P.",Independent,"Tamil Nadu",TIRUPPUR
cand7449,"COMRADE SUNIL T. R","Socialist Unity Centre Of India (COMMUNIST)",Karnataka,Mysore
cand745,"RAKESH SHARMA",Independent,Bihar,"Patna Sahib"
cand7450,"MURUGESAN M",Independent,"Tamil Nadu",KALLAKURICHI
cand7451,"VASANTH KUMAR ERAPPA",Independent,Karnataka,"Bangalore central"
cand7452,"ADV BHIMRAO SHENDE","Bahujan Republican  Socialist Party",Maharashtra,Ramtek
cand7453,"C. SENAPATHI",Independent,"Tamil Nadu","CHENNAI NORTH"
cand7454,"M MUKESH","Communist Party of India (Marxist)",Kerala,Kollam
cand7455,"ABHAY KUMAR SINHA","Rashtriya Janata Dal",Bihar,Aurangabad
cand7456,"PRAKASH. R.A. JAIN",Independent,Karnataka,Tumkur
cand7457,"P K AMMAN G SIVAKUMAR",Independent,"Tamil Nadu",PERAMBALUR
cand7458,"GIRIDHAR SAPERA","The National Road Map Party of India",Bihar,Gaya
cand7459,"SUPREETH KUMAR POOJARY  KATEEL","Janata Dal  (United)",Karnataka,"Dakshina Kannada"
cand746,HEERALAL,Independent,"Uttar Pradesh",Bansgaon
cand7460,NINGARAJU.S,"Karnataka Jantha Paksha",Karnataka,Chamarajanagar
cand7461,"MAHESH A V","Karnataka Rashtra Samithi",Karnataka,Kolar
cand7462,"DR. M. JYOTHIRAJ","Socialist Unity Centre Of India (COMMUNIST)",Kerala,Kozhikode
cand7463,"MANNA LAL RAWAT","Bharatiya Janata Party",Rajasthan,UDAIPUR
cand7464,"BENNYRAJAN, C.J.","Bharatiya Praja Aikyata Party","Tamil Nadu",TIRUVANNAMALAI
cand7465,"AGNI SELVARASU, J.","Naadaalum Makkal Katchi","Tamil Nadu",TIRUVANNAMALAI
cand7466,"R. NARAYANAPPA",Independent,Karnataka,Tumkur
cand7467,"SUNIL UTTAMRAO SALVE",Independent,Maharashtra,Ramtek
cand7468,"K.T. RADHAKRISHNA","Bahujan Samaj Party",Karnataka,"Udupi Chikmagalur"
cand7469,"MURUGESAN, D.",Independent,"Tamil Nadu",ARANI
cand747,"ARVIND KUMAR PATEL","Sardar Patel Siddhant Party","Uttar Pradesh",Chandauli
cand7470,"DEVARAJ M.Y","Karnataka Rashtra Samithi",Karnataka,Haasan
cand7471,"T. KAVIYARASU",Independent,"Tamil Nadu","CHENNAI NORTH"
cand7472,"DR HARISH GOWDA",Independent,Karnataka,"Bangalore South"
cand7473,"ARCHANA KUMARI","Rashtriya Janata Dal",Bihar,Jamui
cand7474,"SURESH PRASAD VERMA",Independent,Bihar,Aurangabad
cand7475,"BHASKAR ANKALAMADUGU SHIVAREDDY",Independent,Karnataka,Chikballapur
cand7476,"PANNERSELVAM O  S/O  OCHATTHEVAR",Independent,"Tamil Nadu",RAMANATHAPURAM
cand7477,"M. S. PRAVEEN","Karnataka Rashtra Samithi",Karnataka,Mysore
cand7478,"R.G. SATHISHA RAMEDEVARAPURA",Independent,Karnataka,Haasan
cand7479,"AYUSH KUMAR",Independent,Bihar,Gaya
cand748,"KIRTAN BIHARI MALIK","Socialist Unity Centre Of India (COMMUNIST)",Odisha,Bhadrak
cand7480,"GOKULAM SURESH KUMAR",Independent,Kerala,Kollam
cand7481,"TARUN GOCHAR","Right to Recall Party",Rajasthan,KOTA
cand7482,"KARTHICK T",Independent,"Tamil Nadu",COIMBATORE
cand7483,"KRITI DEVI DEBBARMAN","Bharatiya Janata Party",Tripura,"Tripura East"
cand7484,"K. SAMPATH",Independent,"Tamil Nadu","CHENNAI NORTH"
cand7485,"S.SATHISH KUMAR",Independent,"Tamil Nadu","CHENNAI CENTRAL"
cand7486,"LAROKAR SURESH PUNDLIK",Independent,Maharashtra,Ramtek
cand7487,"SUSHMA KUMARI","Bahujan Samaj Party",Bihar,Gaya
cand7488,"ARVIND SHIVAJI TANDEKAR",Independent,Maharashtra,Ramtek
cand7489,MUTHUKUMAR,Independent,"Tamil Nadu",THENI
cand749,"NARESH KUMAR DHINGAAN",Independent,Punjab,Ludhiana
cand7490,"AJAY BAKARAM CHAVAN",Independent,Maharashtra,Ramtek
cand7491,"PARIRAJAN C","Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi","Tamil Nadu",RAMANATHAPURAM
cand7492,"RAGHUPATHI BHAT","Karnataka Rashtra Samithi",Karnataka,"Bangalore South"
cand7493,R.VINAYAGAMOORTHY,Independent,"Tamil Nadu","CHENNAI NORTH"
cand7494,"PRADEEP  DHOBALE",Independent,Maharashtra,"Bhandara Gondiya"
cand7495,"SIDDHARTH GADIJI PATIL","Peoples Party of India (Democratic)",Maharashtra,Ramtek
cand7496,"DHARANI, D.",Independent,"Tamil Nadu",ARANI
cand7497,"NIRMALA H.L","Socialist Unity Centre Of India (COMMUNIST)",Karnataka,"Bangalore North"
cand7498,"VIMAL, V.",Independent,"Tamil Nadu",TIRUVANNAMALAI
cand7499,"PAWAN KUMAR SHARMA","Right to Recall Party",Rajasthan,BHILWARA
cand75,RAMSAMUJH,"Bahujan Samaj Party","Uttar Pradesh",Bansgaon
cand750,"PREM CHAND",Independent,"Uttar Pradesh",Ghosi
cand7500,"PRAKASH. K","Karnataka Rashtra Samithi",Karnataka,"Bangalore central"
cand7501,"KALIYAPERUMAL, A.",Independent,"Tamil Nadu",TIRUVANNAMALAI
cand7502,"SURENDRA MANJHI","Rashtriya Jansambhavna Party",Bihar,Gaya
cand7503,"RIDDHESHWAR ANANDRAO BELEY","Republican Party of India (A)",Maharashtra,Ramtek
cand7504,"SHAJU PALIYODU",Independent,Kerala,Thiruvananthapuram
cand7505,"SANJAY NILKANTH GAWANDE",Independent,Maharashtra,Chandrapur
cand7506,"VILAS SHRIPAT KHADSE",Independent,Maharashtra,Ramtek
cand7507,"SENTHIL KUMAR, D.",Independent,"Tamil Nadu",ARANI
cand7508,KUMAR,Independent,"Tamil Nadu",THENI
cand7509,"SANTOSH KUMAR DAS","Socialist Unity Centre Of India (COMMUNIST)",Bihar,Jamui
cand751,"RAM SHIROMANI","Sardar Patel Siddhant Party","Uttar Pradesh",Robertsganj
cand7510,V.V.TAMILARASAN,Independent,"Tamil Nadu","CHENNAI CENTRAL"
cand7511,"PREMKUMAR DASHRATH GAJBHARE",Independent,Maharashtra,Ramtek
cand7512,"SATHISH. B",Independent,"Tamil Nadu","CHENNAI NORTH"
cand7513,"C.M. SHABAZ KHAN","Young Star Empowerment Party",Karnataka,"Bangalore central"
cand7514,K.CHANDRASEKAR,"Naadaalum Makkal Katchi","Tamil Nadu","CHENNAI CENTRAL"
cand7515,"SAKALDEO DAS","Bahujan Samaj Party",Bihar,Jamui
cand7516,"KARVANNAN, K.",Independent,"Tamil Nadu",ARANI
cand7517,"JAYALAKSHMI SUNDARA RAJAN",Independent,Karnataka,"Bangalore central"
cand7518,"SANATAN DUTTA","Socialist Unity Centre Of India (COMMUNIST)","West Bengal",Raiganj
cand7519,"RICHARD VINCENT","Viro Ke Vir Indian Party","Tamil Nadu",COIMBATORE
cand752,"SAMPA GUHA","Bharatiya Nyay-Adhikar Raksha Party","West Bengal","Kolkata Uttar"
cand7520,"HARIKRISHNAKUMAR R",Independent,"Tamil Nadu",THENI
cand7521,"MOHAMMAD WAHID KHAN","Pehchan People’s Party",Rajasthan,CHITTORGARH
cand7522,"TWINKLE PRABHAKARAN","Socialist Unity Centre Of India (COMMUNIST)",Kerala,Kollam
cand7523,"ARUNKANTH V",Independent,"Tamil Nadu",COIMBATORE
cand7524,"DEVENDRA PRATAP",Independent,Bihar,Gaya
cand7525,"J J RUSSELL",Independent,Kerala,Thiruvananthapuram
cand7526,"SHIVAKUMAR. B","Karnataka Rashtra Samithi",Karnataka,"Bangalore North"
cand7527,"GANESH KUMAR, U.",Independent,"Tamil Nadu",ARANI
cand7528,"RANJAN KUMAR",Independent,Bihar,Gaya
cand7529,"KARTIK GENDLALJI DOKE",Independent,Maharashtra,Ramtek
cand753,"MAHBOOB ALAM ANSARI","Bharatiya Momin Front",Bihar,"Patna Sahib"
cand7530,"RAMESH , T.P.",Independent,"Tamil Nadu",TIRUVANNAMALAI
cand7531,"JAGDISH RAJ","Bahujan Samaj Party","Jammu and Kashmir",JAMMU
cand7532,MUTHUKUMAR,Independent,"Tamil Nadu",PERAMBALUR
cand7533,"DIWAKAR HARIJI URADE",Independent,Maharashtra,Chandrapur
cand7534,"KAILASH CHOUDHARY","Bharatiya Janata Party",Rajasthan,BARMER
cand7535,"MUTHUSAMY P P",Independent,"Tamil Nadu",COIMBATORE
cand7536,"JAGDISH PRASAD","Loktantrik Samajik Nyay Party",Bihar,Jamui
cand7537,"BIRENDRA NATH MAHANTA","Socialist Unity Centre Of India (COMMUNIST)","West Bengal",Balurghat
cand7538,"KANNADHASAN R",Independent,"Tamil Nadu",RAMANATHAPURAM
cand7539,"SASIKANI K",Independent,"Tamil Nadu",RAMANATHAPURAM
cand754,HARIKESH,"Azad Adhikar Sena","Uttar Pradesh","Kushi Nagar"
cand7540,"GAUTAM KUMAR BABLOO","Bhagidari Party(P)",Bihar,Nawada
cand7541,"RAJKUMAR G B",Independent,"Tamil Nadu",COIMBATORE
cand7542,"ANNAMALAI K","Bharatiya Janata Party","Tamil Nadu",COIMBATORE
cand7543,"ASHOK KUMAR PASWAN",Independent,Bihar,Gaya
cand7544,"SHRAWAN KUMAR","Rashtriya Janata Dal",Bihar,Nawada
cand7545,"AMRESH KUMAR",Independent,Bihar,Gaya
cand7546,"RAJKUMAR G",Independent,"Tamil Nadu",COIMBATORE
cand7547,"SUBHASH PASWAN",Independent,Bihar,Jamui
cand7548,"ABUBAKKAR SITHICK J","Desiya Makkal Sakthi Katchi","Tamil Nadu",RAMANATHAPURAM
cand7549,"C. SRIDHAR",Independent,"Tamil Nadu","CHENNAI NORTH"
cand755,"SHASHI KUMAR","Samaj Shakti Party",Bihar,Nalanda
cand7550,"AMRESH KUMAR",Independent,Bihar,Gaya
cand7551,"SHEO SHANKAR","Bhartiya Lok Chetna Party",Bihar,Gaya
cand7552,"DHEERENDRA PRASAD","Loktantrik Samajwadi Party",Bihar,Gaya
cand7553,"RAMJIT SINGH","Rashtriya Jansambhavna Party",Bihar,Aurangabad
cand7554,"VIGNESH V",Independent,"Tamil Nadu",RAMANATHAPURAM
cand7555,"ARUN BHARTI","Lok Janshakti Party(Ram Vilas)",Bihar,Jamui
cand7556,"SANJAY GAJANAN KEWAT","Vanchit Bahujan  Aaghadi",Maharashtra,"Bhandara Gondiya"
cand7557,"GANAPATHY RAJKUMAR P","Dravida Munnetra Kazhagam","Tamil Nadu",COIMBATORE
cand7558,"THANGAMANI K",Independent,"Tamil Nadu",PERAMBALUR
cand7559,"R.C. PAUL KANAGARAJ","Bharatiya Janata Party","Tamil Nadu","CHENNAI NORTH"
cand756,"PRANATI PAUL",Independent,"West Bengal","Kolkata Uttar"
cand7560,"GANAURI PANDIT","Peoples Party of India (Democratic)",Bihar,Nawada
cand7561,"ARUN NEHRU",Independent,"Tamil Nadu",PERAMBALUR
cand7562,"SRAWON KUMAR","Rashtriya Jansambhavna Party",Bihar,Jamui
cand7563,"R. SENTHIL KUMAR",Independent,"Tamil Nadu","CHENNAI NORTH"
cand7564,"BHUPENDRA LEPCHA",Independent,"West Bengal",Darjeeling
cand7565,"V.P. RAVIKKARAN",Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7566,"SENTHILMALLAR K",Independent,"Tamil Nadu",RAMANATHAPURAM
cand7567,"SHAILESH RAHI","Akhil Hind Forward Bloc (Krantikari)",Bihar,Aurangabad
cand7568,"SELVARAJ G","Puthiya Makkal Tamil Desam Katchi","Tamil Nadu",RAMANATHAPURAM
cand7569,"GOPAL LAMA","All India Trinamool Congress","West Bengal",Darjeeling
cand757,"SANJOY CHANDA","Kisan Mazdoor Sangharsh Party","West Bengal","Kolkata Dakshin"
cand7570,"RAMACHANDRAN M",Independent,"Tamil Nadu",COIMBATORE
cand7571,"SHAHRIAR ALAM","Socialist Unity Centre Of India (COMMUNIST)","West Bengal",Darjeeling
cand7572,K.C.JAYAPRAKASH,Independent,"Tamil Nadu","CHENNAI NORTH"
cand7573,"VIVEK THAKUR","Bharatiya Janata Party",Bihar,Nawada
cand7574,"DINESH K",Independent,"Tamil Nadu",COIMBATORE
cand7575,SALEEM,Independent,"Tamil Nadu",RAMANATHAPURAM
cand7576,"SANJAYKUMAR S",Independent,"Tamil Nadu",COIMBATORE
cand7577,NAWASKHAN,Independent,"Tamil Nadu",RAMANATHAPURAM
cand7578,"RANJIT KUMAR","Bahujan Samaj Party",Bihar,Nawada
cand7579,"RAVINDRA SINGH SHEKHAWAT",Independent,Rajasthan,SIKAR
cand758,"ACHAL SINGH",Independent,"Himachal Pradesh",KANGRA
cand7580,"BABU S",Independent,"Tamil Nadu",MAYILADUTHURAI
cand7581,"NABAM TUKI","Indian National Congress","Arunachal Pradesh","Arunachal West"
cand7582,"SUNIL BABURAO MENDHE","Bharatiya Janata Party",Maharashtra,"Bhandara Gondiya"
cand7583,"P KUPPUSAMY","Ulzaipali Makkal Katchy","Tamil Nadu",ERODE
cand7584,"PUSHPARAJ. N",Independent,"Tamil Nadu",KARUR
cand7585,"VASANTHA SARAVANAN",Independent,"Tamil Nadu",THENI
cand7586,"RAJENDRA DONGRE",Independent,"Madhya Pradesh",CHHINDWARA
cand7587,"RADHAKRISHNAN P","Bharatiya Janata Party","Tamil Nadu",KANNIYAKUMARI
cand7588,"TOPON KUMAR GOGOI","Bharatiya Janata Party",Assam,Jorhat
cand7589,"DEVADASS RAMASAMY","Pattali Makkal Katchi","Tamil Nadu",KALLAKURICHI
cand759,"BANARSI DAS","Peoples Party of India (Democratic)",Bihar,Sasaram
cand7590,"DEEPENDRA SINGH NEGI",Independent,Uttarakhand,Garhwal
cand7591,"NEHA SINGH GURJAR",Independent,Rajasthan,"JAIPUR RURAL"
cand7592,AMBIVENKATESAN,Independent,"Tamil Nadu",TIRUCHIRAPPALLI
cand7593,"VIVEKANANDHAN. E",Independent,"Tamil Nadu",VILUPPURAM
cand7594,"MEHMOOD PRACHA",Independent,"Uttar Pradesh",Rampur
cand7595,"TAPIR GAO","Bharatiya Janata Party","Arunachal Pradesh","Arunachal East"
cand7596,"JAGADHEESAN C","Viro Ke Vir Indian Party","Tamil Nadu",KRISHNAGIRI
cand7597,"RAMESH. S",Independent,"Tamil Nadu",KANCHEEPURAM
cand7598,"ANTONY MICHAEL J",Independent,"Tamil Nadu",KANNIYAKUMARI
cand7599,"KANHAIYA LAL MEENA","Bharatiya Janata Party",Rajasthan,DAUSA
cand76,"ANTA ALOK BASKEY","AJSU Party",Odisha,Mayurbhanj
cand760,"ACHAL SINGH",Independent,"Himachal Pradesh",KANGRA
cand7600,"DEEPAK KUMAR",Independent,"Uttar Pradesh",Bijnor
cand7601,"A MUTHAIAH",Independent,"Tamil Nadu",TENKASI
cand7602,"RAGHAV LAKHANPAL","Bharatiya Janata Party","Uttar Pradesh",Saharanpur
cand7603,N.NARAYANASWAMY,Independent,"Tamil Nadu","CHENNAI SOUTH"
cand7604,"MURARI LAL MEENA","Indian National Congress",Rajasthan,DAUSA
cand7605,"HITESH PANDURANG MADAVI","Vanchit Bahujan  Aaghadi",Maharashtra,Gadchiroli-Chimur
cand7606,"MURASOLI S","Dravida Munnetra Kazhagam","Tamil Nadu",THANJAVUR
cand7607,"ASLAM LILGAR",Independent,Rajasthan,CHURU
cand7608,"JOTHIVEL. A",Independent,"Tamil Nadu",KARUR
cand7609,"PRADEEP VERMA","Indian Peoples Green Party",Rajasthan,JAIPUR
cand761,"ASHOK TIWARI",Independent,Bihar,Arrah
cand7610,"TULSIRAM URKUDA GEDAM",Independent,Maharashtra,"Bhandara Gondiya"
cand7611,"KESHKALI BAIGA",Independent,"Madhya Pradesh",SHAHDOL
cand7612,"ARJUN INDWAR",Independent,"West Bengal",Alipurduars
